"","yr","mo.no.char","site","mo.no","mo.char","date","julian","rainfall","i","day","NDVI.wks.a","NDVI.wks.b","NDVI.MVC.mo","day.no","SOI.mean","SOI.max","SOI.min","SOI.mean.win","SOI.mean.spr","SOI.mean.sum","SOI.mean.fal","NAO.mean.win","NAO.mean.spr","NAO.mean.sum","NAO.mean.fal","NAO.ann.mean","NAO.ann.max","NAO.ann.min","el.nino","nino.strt.str","nino.end.str","la.nino","nina.strt.str","nina.end.str"
"676",2006,"07","scrub",7,"Jul","2006-07-15",196,32.196647644043,139,15,0.5898,0.4897,0.5898,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"677",2006,"08","broadleaf",8,"Aug","2006-08-15",227,61.5681076049805,140,15,0.6385,0.6438,0.6438,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"678",2006,"08","Lloyd",8,"Aug","2006-08-15",227,137.231536865234,140,15,0.6935,0.6768,0.6935,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"679",2006,"08","scrub",8,"Aug","2006-08-15",227,53.5039215087891,140,15,0.4495,0.4409,0.4495,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"680",2006,"09","broadleaf",9,"Sep","2006-09-15",258,56.2297821044922,141,15,0.7464,0.8148,0.8148,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"681",2006,"09","Lloyd",9,"Sep","2006-09-15",258,90.80029296875,141,15,0.6237,0.6242,0.6242,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"682",2006,"09","scrub",9,"Sep","2006-09-15",258,47.3427658081055,141,15,0.494,0.612,0.612,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"683",2006,"10","broadleaf",10,"Oct","2006-10-15",288,58.578254699707,142,15,0.7815,0.7592,0.7815,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"684",2006,"10","Lloyd",10,"Oct","2006-10-15",288,135.725509643555,142,15,0.6444,0.6682,0.6682,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"685",2006,"10","scrub",10,"Oct","2006-10-15",288,51.6047897338867,142,15,0.5521,0.5258,0.5521,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"686",2006,"11","broadleaf",11,"Nov","2006-11-15",319,37.4235153198242,143,15,0.7934,0.8251,0.8251,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"687",2006,"11","Lloyd",11,"Nov","2006-11-15",319,46.7143058776855,143,15,0.7189,0.6604,0.7189,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"688",2006,"11","scrub",11,"Nov","2006-11-15",319,22.6022796630859,143,15,0.6077,0.594,0.6077,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"689",2006,"12","broadleaf",12,"Dec","2006-12-15",349,10.0872974395752,144,15,0.8593,0.8234,0.8593,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"690",2006,"12","Lloyd",12,"Dec","2006-12-15",349,14.3128967285156,144,15,0.7044,0.6982,0.7044,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"691",2006,"12","scrub",12,"Dec","2006-12-15",349,13.7442417144775,144,15,0.5881,0.553,0.5881,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"692",2006,"04","broadleaf",4,"Apr","2006-04-15",105,29.5502662658691,136,15,0.7337,0.737,0.737,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"693",2006,"04","Lloyd",4,"Apr","2006-04-15",105,49.5078353881836,136,15,0.6175,0.5988,0.6175,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"694",2006,"03","scrub",3,"Mar","2006-03-15",74,33.215160369873,135,15,0.4787,0.4375,0.4787,15,0.025,1.8,-1.3,1.2,0.133333333333333,-0.733333333333333,-0.5,-0.82,-0.02,-0.886666666666667,1.02,-0.18,3.03,-2.47,"nino","wk","no.event","no.event","no.event","no.event"
"695",2007,"01","scrub",1,"Jan","2007-01-15",15,19.1373176574707,145,15,0.5384,0.5008,0.5384,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"696",2007,"02","broadleaf",2,"Feb","2007-02-15",46,8.39524078369141,146,15,0.7277,0.6839,0.7277,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"697",2007,"02","scrub",2,"Feb","2007-02-15",46,13.55788230896,146,15,0.4777,0.4555,0.4777,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"698",2007,"03","broadleaf",3,"Mar","2007-03-15",74,33.9697265625,147,15,0.6984,0.6822,0.6984,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"699",2007,"03","Lloyd",3,"Mar","2007-03-15",74,45.4001350402832,147,15,0.706,0.669,0.706,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"700",2007,"02","Lloyd",2,"Feb","2007-02-15",46,7.89477634429932,146,15,0.6904,0.6935,0.6935,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"701",2007,"04","broadleaf",4,"Apr","2007-04-15",105,44.9259719848633,148,15,0.8474,0.7036,0.8474,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"702",2007,"04","Lloyd",4,"Apr","2007-04-15",105,57.1082344055176,148,15,0.6498,0.6752,0.6752,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"703",2007,"04","scrub",4,"Apr","2007-04-15",105,39.5983963012695,148,15,0.4805,0.4734,0.4805,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"704",2007,"03","scrub",3,"Mar","2007-03-15",74,45.5387535095215,147,15,0.4572,0.4539,0.4572,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"705",2007,"01","broadleaf",1,"Jan","2007-01-15",15,11.8318309783936,145,15,0.8174,0.7619,0.8174,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"706",2007,"01","Lloyd",1,"Jan","2007-01-15",15,10.7277822494507,145,15,0.7021,0.7095,0.7095,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"707",2007,"06","broadleaf",6,"Jun","2007-06-15",166,41.8515205383301,150,15,0.7234,0.7686,0.7686,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"708",2007,"06","Lloyd",6,"Jun","2007-06-15",166,87.3682479858398,150,15,0.6468,0.6912,0.6912,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"709",2007,"06","scrub",6,"Jun","2007-06-15",166,32.3347663879395,150,15,0.3845,0.3905,0.3905,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"710",2007,"07","broadleaf",7,"Jul","2007-07-15",196,29.7094535827637,151,15,0.5848,0.6575,0.6575,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"711",2007,"07","Lloyd",7,"Jul","2007-07-15",196,60.3341369628906,151,15,0.6545,0.6873,0.6873,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"712",2007,"07","scrub",7,"Jul","2007-07-15",196,29.8124580383301,151,15,0.3528,0.3648,0.3648,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"713",2007,"08","broadleaf",8,"Aug","2007-08-15",227,59.1913757324219,152,15,0.6548,0.7806,0.7806,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"714",2007,"08","Lloyd",8,"Aug","2007-08-15",227,131.244384765625,152,15,0.6495,0.6931,0.6931,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"715",2007,"08","scrub",8,"Aug","2007-08-15",227,51.9650192260742,152,15,0.3315,0.4692,0.4692,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"716",2007,"09","broadleaf",9,"Sep","2007-09-15",258,42.8949508666992,153,15,0.6685,0.677,0.677,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"717",2007,"09","Lloyd",9,"Sep","2007-09-15",258,72.7421264648438,153,15,0.6558,0.6951,0.6951,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"718",2007,"09","scrub",9,"Sep","2007-09-15",258,35.7263793945312,153,15,0.4777,0.4486,0.4777,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"719",2007,"10","broadleaf",10,"Oct","2007-10-15",288,133.330993652344,154,15,0.7558,0.7601,0.7601,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"720",2007,"10","Lloyd",10,"Oct","2007-10-15",288,281.664978027344,154,15,0.6441,0.6354,0.6441,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"721",2007,"10","scrub",10,"Oct","2007-10-15",288,120.166236877441,154,15,0.5556,0.5692,0.5692,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"722",2007,"11","broadleaf",11,"Nov","2007-11-15",319,63.4245376586914,155,15,0.7823,0.7994,0.7994,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"723",2007,"11","Lloyd",11,"Nov","2007-11-15",319,78.7500915527344,155,15,0.6678,0.6947,0.6947,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"724",2007,"11","scrub",11,"Nov","2007-11-15",319,36.179328918457,155,15,0.5831,0.5727,0.5831,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"725",2007,"12","broadleaf",12,"Dec","2007-12-15",349,23.9586753845215,156,15,0.7866,0.796,0.796,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"726",2007,"12","Lloyd",12,"Dec","2007-12-15",349,34.7933387756348,156,15,0.7064,0.7228,0.7228,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"727",2007,"12","scrub",12,"Dec","2007-12-15",349,32.3938674926758,156,15,0.5804,0.5863,0.5863,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"728",2007,"05","broadleaf",5,"May","2007-05-15",135,85.4254760742188,149,15,0.7652,0.7181,0.7652,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"729",2007,"05","Lloyd",5,"May","2007-05-15",135,157.026885986328,149,15,0.6748,0.6736,0.6748,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"730",2007,"05","scrub",5,"May","2007-05-15",135,72.660530090332,149,15,0.4743,0.4101,0.4743,15,0.266666666666667,1.7,-0.8,-0.233333333333333,0.1,0.1,1.1,1.40333333333333,-0.94,-1.88,-0.11,-0.38,2.03,-3.41,"nino","no.event","wk","nina","mod","no.event"
"731",2008,"02","broadleaf",2,"Feb","2008-02-15",46,13.591703414917,158,15,0.7258,0.7132,0.7258,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"732",2008,"01","broadleaf",1,"Jan","2008-01-15",15,7.62643051147461,157,15,0.7815,0.7387,0.7815,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"733",2008,"01","Lloyd",1,"Jan","2008-01-15",15,6.42449378967285,157,15,0.7177,0.6709,0.7177,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"734",2008,"01","scrub",1,"Jan","2008-01-15",15,12.5026559829712,157,15,0.5615,0.5393,0.5615,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"735",2008,"03","Lloyd",3,"Mar","2008-03-15",75,15.3480367660522,159,15,0.7037,0.6916,0.7037,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"736",2008,"03","scrub",3,"Mar","2008-03-15",75,15.0279808044434,159,15,0.4717,0.4512,0.4717,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"737",2008,"04","broadleaf",4,"Apr","2008-04-15",106,57.8484382629395,160,15,0.6481,0.6139,0.6481,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"738",2008,"04","Lloyd",4,"Apr","2008-04-15",106,78.4599914550781,160,15,0.6113,0.5821,0.6113,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"739",2008,"04","scrub",4,"Apr","2008-04-15",106,46.6608581542969,160,15,0.4385,0.4471,0.4471,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"740",2008,"05","broadleaf",5,"May","2008-05-15",136,41.4537887573242,161,15,0.8054,0.7044,0.8054,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"741",2008,"05","Lloyd",5,"May","2008-05-15",136,76.5248031616211,161,15,0.6705,0.6748,0.6748,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"742",2008,"05","scrub",5,"May","2008-05-15",136,36.0700988769531,161,15,0.4632,0.5085,0.5085,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"743",2008,"06","broadleaf",6,"Jun","2008-06-15",167,54.9799957275391,162,15,0.8465,0.8371,0.8465,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"744",2008,"06","Lloyd",6,"Jun","2008-06-15",167,77.0583801269531,162,15,0.6506,0.6947,0.6947,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"745",2008,"02","Lloyd",2,"Feb","2008-02-15",46,14.164665222168,158,15,0.7134,0.7099,0.7134,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"746",2008,"02","scrub",2,"Feb","2008-02-15",46,20.2751884460449,158,15,0.5727,0.4965,0.5727,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"747",2008,"03","broadleaf",3,"Mar","2008-03-15",75,12.290376663208,159,15,0.6651,0.6789,0.6789,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"748",2008,"07","scrub",7,"Jul","2008-07-15",197,25.3973655700684,163,15,0.4264,0.4307,0.4307,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"749",2008,"08","broadleaf",8,"Aug","2008-08-15",228,85.2749633789062,164,15,0.6644,0.6788,0.6788,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"750",2008,"08","Lloyd",8,"Aug","2008-08-15",228,179.472778320312,164,15,0.6974,0.6476,0.6974,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
"751",2008,"08","scrub",8,"Aug","2008-08-15",228,86.8177947998047,164,15,0.4264,0.4589,0.4589,15,1.125,2.6,-0.1,1.93333333333333,0.4,0.833333333333333,1.33333333333333,1.33666666666667,-2.3,-1.13666666666667,-0.623333333333333,-0.68,1.85,-3.26,"no.event","no.event","no.event","nina","no.event","mod"
